"Les Rezéens et le bruit du trafic aérien"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"Détails de la soumission"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"Séquentiel"|"SID"|"Heure de soumission"|"Heure de complétion"|"Heure de modification"|"Brouillon"|"Adresse IP"|"UID"|"Nom d'utilisateur"|"1/ En pensant aux 12 derniers mois, lorsque vous êtes chez vous, dans quelle mesure le bruit des avions vous gêne-t-il ?"|"2/ En pensant aux 12 derniers mois, lorsque vous êtes chez vous, durant la nuit ou lorsque vous souhaitez dormir, dans quelle mesure le bruit des avions vous gêne-t-il ?"|"3/ Êtes-vous... "|"4/ Quelle est votre tranche d'âge ?"|"5/ En ce qui concerne le bruit en général, estimez-vous que par rapport aux personnes de votre entourage, vous êtes..."|"6/ Dans quel quartier habitez-vous ?"|"7/ Êtes-vous situés ""oui"" ou ""non"" dans la zone III du Plan de Gêne Sonore ? "|" Souhaitez-vous nous faire part de vos commentaires sur cette enquête ou plus généralement sur le bruit des avions ?"
"757"|"22502387"|"22/06/2024 - 20:51"|"22/06/2024 - 20:51"|"22/06/2024 - 20:51"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"25-39"|"aussi sensible"|"Rezé-Hôtel de ville"|"Oui"|"Bonjour !
Pour ma part je n'ai pas fait partie du plan de prise en charge d'isolation sonore, la ligne étant sur l'autre trottoir de ma rue (François marchais).
Le weekend, fenêtres ouvertes (seul air que je peux avoir car pas de jardin), je dois simplement arrêter de parler et attendre lors d'une conversation téléphonique.
Je me rappelle d'une nuit, ou les avions n'ont pas arrêté d'atterrir jusqu'à minuit, toutes les 5 minutes, alors qu'une déviation avait été mise en place depuis Paris."
"758"|"22502878"|"22/06/2024 - 22:37"|"22/06/2024 - 22:37"|"22/06/2024 - 22:37"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"une femme"|"25-39"|"aussi sensible"|"Autre"|"Non"|""
"759"|"22503815"|"23/06/2024 - 09:47"|"23/06/2024 - 09:47"|"23/06/2024 - 09:47"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"Je préfère ne pas le dire"|"40-54"|"aussi sensible"|"Pont-Rousseau"|"Non"|"Bonjour, c'est infernal en saison estivale. On interdit le dimanche matin les tondeuses alors que les avions passent dès 6h du matin, inconcevable ! Il faut arrêter de faire passer l'argent avant la Vie. Redonnez nous notre ancien aéroport, il faut arrêter avec la croissance économique à tout pris, on y laissera tous notre peau, y compris la Nature. L'être humain est l'être vivant sur Terre le plus stupide, il détruit son Habitat. J'espère réunir assez d'argent pour partir de la région ! C'est dommage, j'aimais bien Rezé. Mais cela va devenir invivable ! (Troubles du sommeil, air pollué, stress par le bruit, ...)"
"760"|"22504223"|"23/06/2024 - 11:03"|"23/06/2024 - 11:03"|"23/06/2024 - 11:03"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"une femme"|"40-54"|"beaucoup plus sensible"|"La Houssais"|"Non"|""
"761"|"22506575"|"23/06/2024 - 16:40"|"23/06/2024 - 16:40"|"23/06/2024 - 16:40"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"un homme"|"40-54"|"un peu plus sensible"|"La Houssais"|"Oui"|"Quelles actions concrètes contre cette nuisance majeure ? Le couvre feu est enfreint quotidiennement (avions qui décollent après 23h, très souvent après 0h, parfois 1h du matin). S'ils ne parviennent pas à le respecter il faut qu'ils réduisent le nombre de vols le soir.
La fréquence des vols en général est trop importante. Incompréhensible au regard des enjeux climatiques. 
Les  trajectoires pourraient peut-être être revues pour passer au dessus du périph plutôt qu'au dessus de zones habitées. Les altitudes au décollage restent parfois basses, longtemps, ce qui amplifie énormément le bruit perçu. 
Le virage au décollage vers le nord donne l'impression que les rezéens sont sacrifiés pour préserver les nantais. L'aéroport crée donc une injustice de traitement des habitants du territoire. "
"762"|"22507892"|"23/06/2024 - 19:04"|"23/06/2024 - 19:04"|"23/06/2024 - 19:04"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Moyennement"|"une femme"|"55-64"|"aussi sensible"|"Château"|"Non"|"Pourquoi ne sommes-nous pas dans le plan “gêne sonore “ alors que nous sommes situés sur le couloir de décollage des avions??"
"763"|"22507935"|"23/06/2024 - 19:08"|"23/06/2024 - 19:08"|"23/06/2024 - 19:08"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Beaucoup"|"un homme"|"65-79"|"aussi sensible"|"Château"|"Non"|"Toutes les 3 mn un avion décolle au dessus de nous.
C’est très bruyant à l’intérieur comme à l’extérieur !! Cela devient impossible avec le nombre de vols qui augmente "
"764"|"22508318"|"23/06/2024 - 19:47"|"23/06/2024 - 19:47"|"23/06/2024 - 19:47"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Légèrement"|"une femme"|"25-39"|"un peu plus sensible"|"Château"|"Non"|"Il semblerait que les trajectoires des avions ne soient pas respectées. J'ai contacté l'aéroport il y a un an qui m'a répondu que les plans de vols n'avaient pas été modifiés. Cependant nous avons remarqué un changement depuis ces 3 dernières années (depuis que nous habitons Rezé). Les avions prenant leur virage à la trocardiere, voire au niveau des quartiers château/la houssais. Le volume sonore depuis un an ou 2 est beaucoup plus important qu'il y a 3 ans lorsque nous nous sommes installés quartier château. "
"765"|"22509626"|"23/06/2024 - 21:48"|"23/06/2024 - 21:48"|"23/06/2024 - 21:48"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Moyennement"|"une femme"|"25-39"|"aussi sensible"|"La Houssais"|"Non"|"Il est récurrent que des vols après 22h ou avant 6h me réveillent alors que j'ai une maison récente et bien isolée, je n'imagine pas ce que ce doit être pour les habitants situés dans le couloir aérien dans des habitations plus anciennes..."
"766"|"22511252"|"24/06/2024 - 07:28"|"24/06/2024 - 07:28"|"24/06/2024 - 07:28"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Extrêmement"|"une femme"|"40-54"|"aussi sensible"|"Pont-Rousseau"|"Non"|"Lorsque l'on mange dehors, nous ne nous entendons plus le temps du passage des avions. Et nous sommes continuellement réveillés le matin à 6h lorsque les premiers avions décollent ! C'est insupportable ! "
"767"|"22528044"|"24/06/2024 - 19:51"|"24/06/2024 - 19:51"|"24/06/2024 - 19:51"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"un homme"|"plus de 80 ans"|"aussi sensible"|"Rezé-Hôtel de ville"|"Non"|"Dans le jardin, à certaines heures, c'est difficilement supportable. Qualité de vie dégradée."
"768"|"22528056"|"24/06/2024 - 19:51"|"24/06/2024 - 19:51"|"24/06/2024 - 19:51"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Beaucoup"|"un homme"|"40-54"|"un peu moins sensible"|"Ragon"|"Non"|"Nous sommes censés être en dehors de la zone de nuisance et pourtant des avions passent à l'aplomb de notre maison non loin du rond-point Carré régulièrement vers 22h/23h ou 7h/8h."
"769"|"22535465"|"25/06/2024 - 09:19"|"25/06/2024 - 09:19"|"25/06/2024 - 09:19"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"40-54"|"aussi sensible"|"Château"|"Oui"|"C’est vraiment pénible et fatigant d’entendre les avions jusq’ua minuit et des 6h.
Mon sommeil est perturbé , je suis fatiguée 
De plus en plus de décollage passent au dessus e chez moi , très très bruyant "
"770"|"22538320"|"25/06/2024 - 11:06"|"25/06/2024 - 11:06"|"25/06/2024 - 11:06"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"une femme"|"40-54"|"aussi sensible"|"Trentemoult-les Isles"|"Non"|"Impossible de dormir fenêtre ouverte, alors même que j'ai un sommeil plutôt lourd. Les bruits d'avion réveillent aussi les enfants. C'est particulièrement compliqué au printemps -ete, au moment où le trafic aérien est le plus fort et où il fait chaud. "
"771"|"22540661"|"25/06/2024 - 12:38"|"25/06/2024 - 12:38"|"25/06/2024 - 12:38"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Extrêmement"|"un homme"|"40-54"|"aussi sensible"|"Ragon"|"Oui"|""
"772"|"22546263"|"25/06/2024 - 16:34"|"25/06/2024 - 16:34"|"25/06/2024 - 16:34"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"un homme"|"55-64"|"un peu plus sensible"|"La Houssais"|"Non"|"Les avions sont trop gênants de  plus en plus et on ne peut aller sur notre terrasse "
"773"|"22558582"|"26/06/2024 - 12:29"|"26/06/2024 - 12:29"|"26/06/2024 - 12:29"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Extrêmement"|"un homme"|"55-64"|"aussi sensible"|"La Houssais"|"Non"|"Nous sommes réveillés régulièrement le matin vers 6h30
Par le décollage des avions et nous avons  vraiment l impression que les couloirs aériens  ne sont pas respectés.
Et les particules fines de kérosène, en plus de la pollution de la métropole de nous rassure pas.
Pourquoi ne pas développer l aéroport d Angers  pour repartir les nuisances ?"
"774"|"22563842"|"26/06/2024 - 16:30"|"26/06/2024 - 16:30"|"26/06/2024 - 16:30"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"une femme"|"25-39"|"aussi sensible"|"Pont-Rousseau"|"Non"|"Le bruit des avions est particulièrement gênant le matin, je trouve. Avec l’interdiction de voler de nuit, à partir de 6h du matin, il y a des jours où ies avions s’enchaînent et on les entend particulièrement à la belle saison quand on dort avec les fenêtres ouvertes."
"775"|"22567029"|"26/06/2024 - 19:39"|"26/06/2024 - 19:39"|"26/06/2024 - 19:39"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"un homme"|"40-54"|"un peu moins sensible"|"La Blordière"|"Non"|""
"776"|"22572826"|"27/06/2024 - 09:47"|"27/06/2024 - 09:47"|"27/06/2024 - 09:47"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"25-39"|"aussi sensible"|"Ragon"|"Non"|"L’été le bruit des avions est réellement insupportable de 6h à 7h du matin! Je comprends et accepte être sur l’extérieur du couloir aérien, j’attends que l’avion passe pour pouvoir reprendre ma conversation. Mais qu’ils nous empêchent de dormir je trouve ça inadmissible. Entre 22h et 7h du matin j’aimerai qu’il y est 0 avion ! Et que les horaires déjà imposés soient respectés.
Merci de nous permettre de nous exprimer via cette enquête "
"777"|"22573149"|"27/06/2024 - 10:01"|"27/06/2024 - 10:01"|"27/06/2024 - 10:01"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Légèrement"|"une femme"|"55-64"|"aussi sensible"|"La Blordière"|"Non"|"Très pénible le matin à partir de 6h15 et le soir après 22h00 quand on veut dormir. Il faut fermer les fenêtres. "
"778"|"22579652"|"27/06/2024 - 14:34"|"27/06/2024 - 14:34"|"27/06/2024 - 14:34"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Pas du tout"|"un homme"|"55-64"|"un peu moins sensible"|"Pont-Rousseau"|"Non"|""
"779"|"22579791"|"27/06/2024 - 14:40"|"27/06/2024 - 14:40"|"27/06/2024 - 14:40"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Pas du tout"|"Pas du tout"|"une femme"|"25-39"|"aussi sensible"|"Autre"|"Oui"|""
"780"|"22579886"|"27/06/2024 - 14:43"|"27/06/2024 - 14:43"|"27/06/2024 - 14:43"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"un homme"|"25-39"|"beaucoup plus sensible"|"La Blordière"|"Non"|"J'habite en dehors de la zone III mais force est de constater que je suis également impacté par le bruit des avions, dont l'intensité sonore est parfois très élevée. Ce qui m’empêche de m'endormir ou me réveille le temps de passage de l'avion. "
"781"|"22579895"|"27/06/2024 - 14:44"|"27/06/2024 - 14:44"|"27/06/2024 - 14:44"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Pas du tout"|"Pas du tout"|"un homme"|"55-64"|"beaucoup plus sensible"|"Rezé-Hôtel de ville"|"Oui"|""
"782"|"22579921"|"27/06/2024 - 14:45"|"27/06/2024 - 14:45"|"27/06/2024 - 14:45"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"40-54"|"un peu moins sensible"|"Ragon"|"Oui"|""
"783"|"22579970"|"27/06/2024 - 14:47"|"27/06/2024 - 14:47"|"27/06/2024 - 14:47"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Pas du tout"|"Pas du tout"|"une femme"|"25-39"|"aussi sensible"|"Pont-Rousseau"|"Non"|""
"784"|"22580063"|"27/06/2024 - 14:51"|"27/06/2024 - 14:51"|"27/06/2024 - 14:51"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Légèrement"|"un homme"|"25-39"|"aussi sensible"|"Rezé-Hôtel de ville"|"Non"|""
"785"|"22580130"|"27/06/2024 - 14:54"|"27/06/2024 - 14:54"|"27/06/2024 - 14:54"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Légèrement"|"une femme"|"25-39"|"un peu plus sensible"|"Rezé-Hôtel de ville"|"Non"|"La fréquence des vols étant augmentée, certains jours le bruit des avions est plus perceptible que d'autres."
"786"|"22580270"|"27/06/2024 - 14:59"|"27/06/2024 - 14:59"|"27/06/2024 - 14:59"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"un homme"|"25-39"|"aussi sensible"|"Pont-Rousseau"|"Non"|"Pensez-vous intégrer d'autres sources de bruits dans votre étude ? "
"787"|"22581582"|"27/06/2024 - 15:54"|"27/06/2024 - 15:54"|"27/06/2024 - 15:54"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Pas du tout"|"Pas du tout"|"un homme"|"18-24"|"un peu moins sensible"|"Autre"|"Non"|"Aucun"
"788"|"22582497"|"27/06/2024 - 16:30"|"27/06/2024 - 16:30"|"27/06/2024 - 16:30"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Pas du tout"|"Pas du tout"|"un homme"|"25-39"|"aussi sensible"|"Pont-Rousseau"|"Non"|""
"789"|"22591140"|"28/06/2024 - 10:02"|"28/06/2024 - 10:02"|"28/06/2024 - 10:02"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Pas du tout"|"Pas du tout"|"un homme"|"40-54"|"aussi sensible"|"Pont-Rousseau"|"Non"|""
"790"|"22592125"|"28/06/2024 - 10:38"|"28/06/2024 - 10:38"|"28/06/2024 - 10:38"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"25-39"|"aussi sensible"|"Autre"|"Non"|"Quartier chêne creux . 
Les avions passent toutes les 10 minutes au dessus du jardin de 5h30/6h a tard dans la nuit …. 
A notre arrivée dans le quartier il y a 4ans, les avions prenaient un autre couloir aérien !!! D’où notre achat de maison …. Nous déplorons le manque d’informations à ce sujet ainsi que le manque d’aide pour aider à insonoriser et dépolluer "
"791"|"22592222"|"28/06/2024 - 10:42"|"28/06/2024 - 10:42"|"28/06/2024 - 10:42"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Beaucoup"|"un homme"|"25-39"|"un peu plus sensible"|"Château"|"Non"|"Bonjour , je n habite pas dans la zone 3 du plan gêne sonore mais celle ci se situe au bout de ma rue a approximativement 100 mètre. J ai de plus l impression que  les avion sont plus nombreux en soirée et repasse plus souvent au dessus de ma maison (quartier castor proche médiathèque)"
"792"|"22596149"|"28/06/2024 - 13:48"|"28/06/2024 - 13:48"|"28/06/2024 - 13:48"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Beaucoup"|"une femme"|"55-64"|"un peu moins sensible"|"La Houssais"|"Oui"|"Trop de bruits gênants de plus en plus au fil des années . Nuisance sonore extreme 7/7 jours dès 6 h le matin. . Très compliqué de parler tranquillement sur sa terrasse sans entendre les gros avions. Gros problème aussi quand je vois qu'il va y avoir deux nouvelles lignes qui vont se mettre en place. Cest n'importe quoi. STOP A TOUT CES BRUITS INSUPPORTABLES. On n’en peut plus !!!!!"
"793"|"22599041"|"28/06/2024 - 15:50"|"28/06/2024 - 15:50"|"28/06/2024 - 15:50"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"40-54"|"aussi sensible"|"La Blordière"|"Non"|""
"794"|"22603598"|"28/06/2024 - 22:21"|"28/06/2024 - 22:21"|"28/06/2024 - 22:21"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Légèrement"|"un homme"|"40-54"|"un peu moins sensible"|"Rezé-Hôtel de ville"|"Non"|""
"795"|"22605853"|"29/06/2024 - 11:52"|"29/06/2024 - 11:52"|"29/06/2024 - 11:52"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Extrêmement"|"un homme"|"40-54"|"aussi sensible"|"Trentemoult-les Isles"|"Non"|""
"796"|"22606000"|"29/06/2024 - 12:13"|"29/06/2024 - 12:13"|"29/06/2024 - 12:13"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"65-79"|"aussi sensible"|"Autre"|"Oui"|"Réveillé la nuit par le bruit et intense ́ le jour j'habite rue du moulin à huîle, j'ai fait des réclamations et apparemment les avions ne passent pas au dessus alors qu'ils passent au-dessus de ma maison, zone ?"
"797"|"22607290"|"29/06/2024 - 15:19"|"29/06/2024 - 15:19"|"29/06/2024 - 15:19"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"plus de 80 ans"|"aussi sensible"|"Rezé-Hôtel de ville"|"Non"|"La fréquence des arrivées et des départs trop importante. Cela génére une vie impossible à l'extérieur de la maison. Naissances sonores et polluantes insurmontables."
"798"|"22607745"|"29/06/2024 - 16:27"|"29/06/2024 - 16:27"|"29/06/2024 - 16:27"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"25-39"|"aussi sensible"|"Trentemoult-les Isles"|"Non"|"Très étonnant de ne pas être dans la zone 3 du plan de gêne sonore… on peut lire le numéro des avions sur la carlingue et la gêne est réelle "
"799"|"22609679"|"29/06/2024 - 23:04"|"29/06/2024 - 23:04"|"29/06/2024 - 23:04"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Légèrement"|"une femme"|"25-39"|"un peu moins sensible"|"Trentemoult-les Isles"|"Non"|""
"800"|"22610502"|"30/06/2024 - 10:15"|"30/06/2024 - 10:15"|"30/06/2024 - 10:15"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"un homme"|"25-39"|"aussi sensible"|"La Blordière"|"Non"|""
"801"|"22613010"|"30/06/2024 - 18:19"|"30/06/2024 - 18:19"|"30/06/2024 - 18:19"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"un homme"|"55-64"|"aussi sensible"|"Château"|"Non"|"La gêne dépend surtout de la direction de circulation des avions..."
"802"|"22613134"|"30/06/2024 - 18:37"|"30/06/2024 - 18:37"|"30/06/2024 - 18:37"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"un homme"|"55-64"|"aussi sensible"|"La Blordière"|"Non"|"Stop ça suffit les avions "
"803"|"22613153"|"30/06/2024 - 18:40"|"30/06/2024 - 18:40"|"30/06/2024 - 18:40"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"65-79"|"aussi sensible"|"La Blordière"|"Non"|""
"804"|"22613166"|"30/06/2024 - 18:42"|"30/06/2024 - 18:42"|"30/06/2024 - 18:42"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"un homme"|"plus de 80 ans"|"aussi sensible"|"La Blordière"|"Non"|""
"805"|"22613221"|"30/06/2024 - 18:48"|"30/06/2024 - 18:48"|"30/06/2024 - 18:48"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"40-54"|"un peu plus sensible"|"Ragon"|"Non"|"Réveillée tous les matins à partir de 6 h par les avions au décollage les uns à la suite des autres. Trafic intense tôt le matin. Très bruyant lorsqu on déjeune dehors, nous ne nous entendons pas parler lorsqu un avion passe. 
Les avions sont ""plein gaz"" lorsqu ils passent au-dessus de chez nous car viennent de décoller de l aéroport."
"806"|"22620060"|"01/07/2024 - 11:48"|"01/07/2024 - 11:48"|"01/07/2024 - 11:48"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Moyennement"|"un homme"|"25-39"|"aussi sensible"|"Château"|"Non"|""
"807"|"22626561"|"01/07/2024 - 16:40"|"01/07/2024 - 16:40"|"01/07/2024 - 16:40"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"un homme"|"40-54"|"un peu plus sensible"|"La Houssais"|"Oui"|""
"808"|"22630354"|"01/07/2024 - 21:11"|"01/07/2024 - 21:11"|"01/07/2024 - 21:11"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Beaucoup"|"une femme"|"25-39"|"aussi sensible"|"La Houssais"|"Non"|"Nous habitons rue du Chêne creux et depuis juin 2023 les avions passent très bas et juste au dessus de notre maison.
Nous pouvons lire la compagnie aérienne sur l'avion en question.
De plus, le nombre d'avions ne cesse de croître.
Nous pensons sérieusement à déménager c'est une véritable nuisance quotidienne pour nous et nos voisins."
"809"|"22632820"|"02/07/2024 - 08:48"|"02/07/2024 - 08:48"|"02/07/2024 - 08:48"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"une femme"|"55-64"|"aussi sensible"|"Pont-Rousseau"|"Non"|"Gêne particulièrement importante tous les matins, dès 6h30, les avions réveillent toute la maison, et pas moyen de se rendormir parce que cela s'enchaîne (et pourtant, sur Pont Rousseau, nous sommes juste en dehors de la zone III)
Le reste du temps le bruit est moins gênant (mais, les gaz, particules ???)"
"810"|"22632993"|"02/07/2024 - 08:59"|"02/07/2024 - 08:59"|"02/07/2024 - 08:59"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"25-39"|"aussi sensible"|"La Houssais"|"Non"|""
"811"|"22633042"|"02/07/2024 - 09:02"|"02/07/2024 - 09:02"|"02/07/2024 - 09:02"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Pas du tout"|"un homme"|"25-39"|"aussi sensible"|"Autre"|"Oui"|""
"812"|"22634885"|"02/07/2024 - 10:20"|"02/07/2024 - 10:20"|"02/07/2024 - 10:20"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"25-39"|"aussi sensible"|"Pont-Rousseau"|""|"Précision sur l'emplacement : à côté de Chêne Gala
Le bruit des avions est d'autant plus gênant qu'il réveille mon bébé d'un an, le soir vers 23h, et le matin vers 6h, et ce même les fenêtres fermées."
"813"|"22638055"|"02/07/2024 - 12:37"|"02/07/2024 - 12:37"|"02/07/2024 - 12:37"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"65-79"|"aussi sensible"|"La Houssais"|"Non"|"Je suis en limite de zone III et les avions au décollage passent souvent au dessus de mon jardin générant beaucoup de bruit, de plus 6h de sommeil c'est peu !"
"814"|"22646485"|"02/07/2024 - 20:11"|"02/07/2024 - 20:11"|"02/07/2024 - 20:11"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"un homme"|"25-39"|"un peu moins sensible"|"La Houssais"|"Oui"|""
"815"|"22651119"|"03/07/2024 - 09:48"|"03/07/2024 - 09:48"|"03/07/2024 - 09:48"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Pas du tout"|"un homme"|"55-64"|"beaucoup plus sensible"|"Autre"|"Non"|"Bonjour
En général je ne suis pas trop perturbé par le bruit des avions.
Je le suis plus par la circulation des camions et des motos
Cordialement "
"816"|"22669984"|"04/07/2024 - 11:22"|"04/07/2024 - 11:22"|"04/07/2024 - 11:22"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|""|"une femme"|"40-54"|"un peu plus sensible"|"Trentemoult-les Isles"|"Non"|"Constat : nous avons parfois besoin lors d'une conversation en extérieur de faire une pause le temps de laisser passer un avion. Cela se fait de manière réflexe, parfois sans y penser. "
"817"|"22692664"|"05/07/2024 - 22:39"|"05/07/2024 - 22:39"|"05/07/2024 - 22:39"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|""|"un homme"|"65-79"|"aussi sensible"|"La Houssais"|"Non"|"Demander la suppression des vols entre 23 heures et 7 heures du matin"
"818"|"22703868"|"08/07/2024 - 11:08"|"08/07/2024 - 11:08"|"08/07/2024 - 11:08"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Beaucoup"|"une femme"|"25-39"|"aussi sensible"|"La Houssais"|"Non"|""
